"","bio_1","bio_2","bio_3","bio_4","bio_5","bio_6","bio_7","bio_8","bio_9","bio_10","bio_11","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19"
"64",122,48,275,4288,208,33,174,143,64,177,62,2690,370,132,32,1008,414,730,515
"65",46,47,302,3752,125,-32,157,86,-2,96,-4,2622,350,113,38,1010,349,864,416
"66",133,49,275,4356,220,43,178,172,73,189,72,2226,339,83,43,898,267,809,346
"67",133,49,275,4356,220,43,178,172,73,189,72,2226,339,83,43,898,267,809,346
"68",69,48,290,3982,151,-13,164,111,17,121,15,2508,330,96,39,948,306,906,405
"69",172,55,294,4413,260,73,186,212,131,227,109,2483,540,37,86,1407,116,1392,135
"70",172,55,294,4413,260,73,186,212,131,227,109,2483,540,37,86,1407,116,1392,135
"71",172,55,294,4413,260,73,186,212,131,227,109,2483,540,37,86,1407,116,1392,135
"72",118,53,336,3499,189,32,157,154,85,161,68,2679,433,72,58,1207,228,1182,262
"73",118,53,336,3499,189,32,157,154,85,161,68,2679,433,72,58,1207,228,1182,262
"74",128,56,328,3828,206,36,170,175,93,175,74,3444,630,60,73,1741,190,1741,249
"75",120,53,301,4149,205,28,176,157,82,172,62,2403,456,52,69,1203,178,1175,255
"76",120,53,301,4149,205,28,176,157,82,172,62,2403,456,52,69,1203,178,1175,255
"77",84,49,291,4056,166,-2,167,120,49,136,28,2333,389,70,53,1049,223,984,368
"78",92,49,291,4093,174,5,169,128,57,145,35,2268,422,57,64,1121,177,1059,312
"79",99,51,296,4069,183,12,171,141,44,151,43,1880,261,66,42,757,220,646,287
"80",125,55,330,3762,201,34,168,171,90,171,71,3325,706,43,89,1958,137,1958,183
"81",118,50,291,4152,204,30,173,161,62,172,61,2142,308,70,45,887,230,747,300
"82",118,53,336,3499,189,32,157,154,85,161,68,2679,433,72,58,1207,228,1182,262
"83",60,52,318,3785,140,-23,163,94,9,108,8,2550,382,73,51,1054,245,1025,334
"84",95,55,341,3552,169,9,161,131,62,139,45,2659,398,74,55,1146,231,1112,270
"85",141,39,304,3031,198,70,129,178,97,178,97,2225,514,29,91,1419,95,1419,95
"86",125,55,330,3762,201,34,168,171,90,171,71,3325,706,43,89,1958,137,1958,183
"87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",119,44,256,4330,204,33,171,164,61,175,59,3432,455,187,29,1262,567,953,665
"89",39,47,304,3705,118,-37,155,78,-8,88,-11,2851,393,131,36,1100,405,869,481
"90",80,52,310,3915,163,-5,167,116,28,131,27,2349,382,62,56,1027,208,1019,285
"91",100,53,310,3952,183,13,170,140,46,150,45,2165,314,55,54,920,187,837,260
"92",39,47,304,3705,118,-37,155,78,-8,88,-11,2851,393,131,36,1100,405,869,481
"93",116,45,262,4324,199,28,171,153,79,171,55,2666,371,98,40,1070,318,929,483
"94",90,48,286,4099,173,5,168,132,35,143,33,2826,358,111,38,1070,351,980,462
"95",106,46,271,4249,190,19,171,143,49,161,47,2056,274,88,34,763,288,672,394
"96",55,47,291,3908,135,-25,160,96,4,106,1,2608,328,111,34,960,351,832,466
"97",112,53,303,4107,197,22,175,150,56,165,56,2363,451,52,70,1181,178,1174,247
"98",80,52,310,3915,163,-5,167,116,28,131,27,2349,382,62,56,1027,208,1019,285
"99",99,52,306,4019,182,11,171,135,44,150,43,2227,418,50,67,1088,170,1073,234
"100",110,53,306,4034,194,21,172,147,54,161,54,2065,377,47,65,995,161,954,219
"101",85,48,287,4023,167,2,166,126,31,137,30,2251,289,109,35,819,343,683,405
"102",80,52,310,3915,163,-5,167,116,28,131,27,2349,382,62,56,1027,208,1019,285
"103",80,52,310,3915,163,-5,167,116,28,131,27,2349,382,62,56,1027,208,1019,285
"104",80,52,310,3915,163,-5,167,116,28,131,27,2349,382,62,56,1027,208,1019,285
"105",80,52,310,3915,163,-5,167,116,28,131,27,2349,382,62,56,1027,208,1019,285
"106",67,52,314,3836,148,-16,164,107,16,117,15,2548,363,84,44,1047,282,886,377
"107",67,52,314,3836,148,-16,164,107,16,117,15,2548,363,84,44,1047,282,886,377
"108",112,56,336,3682,187,22,165,157,77,157,59,3658,680,65,74,1897,201,1897,260
"109",120,53,302,4144,205,29,176,157,82,172,62,2503,472,53,69,1251,181,1218,262
"110",111,56,336,3676,187,22,165,156,77,156,59,3666,686,65,75,1918,199,1918,257
"111",149,47,264,4470,238,58,180,171,88,207,87,2262,305,120,31,849,380,623,452
"112",149,47,264,4470,238,58,180,171,88,207,87,2262,305,120,31,849,380,623,452
"113",72,47,291,3940,154,-9,163,113,20,124,19,2308,298,109,36,845,341,707,404
"114",149,47,264,4470,238,58,180,171,88,207,87,2262,305,120,31,849,380,623,452
"115",72,47,291,3940,154,-9,163,113,20,124,19,2308,298,109,36,845,341,707,404
"116",105,55,340,3602,180,17,163,149,71,149,54,3198,630,59,79,1749,180,1749,221
"117",105,55,340,3602,180,17,163,149,71,149,54,3198,630,59,79,1749,180,1749,221
"118",105,55,340,3602,180,17,163,149,71,149,54,3198,630,59,79,1749,180,1749,221
"119",87,55,346,3507,161,1,160,131,55,131,38,3155,619,60,78,1719,183,1719,222
"120",87,55,346,3507,161,1,160,131,55,131,38,3155,619,60,78,1719,183,1719,222
"121",129,41,312,3046,187,56,131,165,85,165,85,2641,509,49,76,1460,157,1460,157
"122",129,41,312,3046,187,56,131,165,85,165,85,2641,509,49,76,1460,157,1460,157
"123",127,50,322,3553,199,43,156,163,94,171,76,2846,435,78,54,1292,263,1157,268
"124",127,50,322,3553,199,43,156,163,94,171,76,2846,435,78,54,1292,263,1157,268
"125",127,50,322,3553,199,43,156,163,94,171,76,2846,435,78,54,1292,263,1157,268
"126",88,51,303,3973,170,2,168,129,34,139,33,2382,341,73,46,996,245,865,330
"127",81,55,348,3482,154,-5,159,124,49,124,32,3269,598,72,70,1654,220,1654,268
"128",164,56,319,3958,243,69,174,212,126,212,107,2472,426,54,67,1190,164,1190,202
"129",116,45,262,4324,199,28,171,153,79,171,55,2666,371,98,40,1070,318,929,483
"130",126,56,332,3747,202,35,168,171,90,171,72,2933,468,71,60,1296,216,1296,267
"131",126,56,332,3747,202,35,168,171,90,171,72,2933,468,71,60,1296,216,1296,267
"132",128,56,331,3772,204,36,168,174,92,174,74,3453,668,58,78,1853,180,1853,233
"133",118,55,334,3709,194,28,166,163,83,163,65,2808,497,66,65,1343,203,1343,244
"134",104,55,340,3605,178,15,163,148,70,148,52,3645,667,71,73,1872,215,1872,274
"135",92,49,291,4093,174,5,169,128,57,145,35,2268,422,57,64,1121,177,1059,312
"136",65,52,354,3195,133,-14,147,105,36,105,21,3049,571,64,71,1589,204,1589,230
"137",65,52,354,3195,133,-14,147,105,36,105,21,3049,571,64,71,1589,204,1589,230
"138",75,118,293,9548,267,-137,404,195,-64,200,-64,262,67,1,98,188,3,140,3
"139",115,49,281,4253,201,27,174,153,58,170,56,2086,313,63,51,881,205,864,283
"140",115,49,281,4253,201,27,174,153,58,170,56,2086,313,63,51,881,205,864,283
"141",50,48,300,3861,130,-30,161,85,0,100,-2,2308,341,85,43,933,281,869,382
"142",117,55,333,3725,193,27,166,163,83,163,64,3409,702,48,85,1948,152,1948,200
"143",47,47,300,3763,126,-31,157,66,-2,96,-4,2743,387,133,35,1075,411,769,485
"144",58,47,296,3815,138,-21,159,77,8,108,6,2882,409,140,36,1151,430,826,501
"145",42,47,303,3727,121,-35,156,61,-6,91,-8,2829,397,135,36,1101,415,823,490
"146",40,48,304,3797,119,-39,158,74,-9,90,-11,2440,333,91,40,944,297,875,405
"147",52,48,301,3785,132,-27,158,92,3,101,1,2539,339,103,40,991,319,871,382
"148",39,47,304,3705,118,-37,155,78,-8,88,-11,2851,393,131,36,1100,405,869,481
"149",50,48,300,3861,130,-30,161,85,0,100,-2,2308,341,85,43,933,281,869,382
"150",67,47,286,3990,149,-14,163,103,15,119,13,2530,337,104,36,950,332,835,444
"151",42,47,303,3727,121,-35,156,61,-6,91,-8,2829,397,135,36,1101,415,823,490
"152",52,48,301,3785,132,-27,158,92,3,101,1,2539,339,103,40,991,319,871,382
"153",42,47,303,3727,121,-35,156,61,-6,91,-8,2829,397,135,36,1101,415,823,490
"154",59,47,296,3844,139,-21,160,78,9,109,7,2622,358,126,35,1002,388,760,459
"155",67,47,287,3985,148,-15,163,102,15,119,13,2330,316,94,37,888,300,783,401
"156",42,47,303,3727,121,-35,156,61,-6,91,-8,2829,397,135,36,1101,415,823,490
"157",50,48,300,3861,130,-30,161,85,0,100,-2,2308,341,85,43,933,281,869,382
"158",108,56,336,3693,184,18,166,154,74,154,56,3470,624,63,71,1736,197,1736,257
"159",42,47,303,3727,121,-35,156,61,-6,91,-8,2829,397,135,36,1101,415,823,490
"160",108,56,336,3693,184,18,166,154,74,154,56,3470,624,63,71,1736,197,1736,257
"161",45,48,303,3822,124,-35,159,79,-5,95,-7,2288,357,75,49,978,247,929,340
"162",108,56,336,3685,184,19,166,154,74,154,56,3629,686,60,77,1916,188,1916,248
"163",50,48,300,3861,130,-30,161,85,0,100,-2,2308,341,85,43,933,281,869,382
"164",42,47,303,3727,121,-35,156,61,-6,91,-8,2829,397,135,36,1101,415,823,490
"165",55,47,291,3908,135,-25,160,96,4,106,1,2608,328,111,34,960,351,832,466
"166",67,47,287,3985,148,-15,163,102,15,119,13,2330,316,94,37,888,300,783,401
"167",43,47,302,3724,121,-35,156,62,-6,91,-8,2869,401,135,36,1117,417,850,491
"168",39,47,304,3705,118,-37,155,78,-8,88,-11,2851,393,131,36,1100,405,869,481
"169",41,47,304,3718,119,-37,156,80,-7,89,-10,2711,366,122,37,1038,378,852,450
"170",54,49,304,3865,135,-27,162,89,4,104,2,2572,371,84,46,1051,276,980,390
"171",135,42,312,3091,194,61,133,172,90,172,90,2436,497,41,79,1400,135,1400,135
"172",50,47,298,3792,130,-28,157,70,1,100,-1,2731,396,138,35,1102,424,712,499
"173",52,48,301,3785,132,-27,158,92,3,101,1,2539,339,103,40,991,319,871,382
"174",47,47,300,3763,126,-31,157,66,-2,96,-4,2743,387,133,35,1075,411,769,485
"175",44,48,303,3814,123,-36,159,78,-6,93,-8,2411,350,87,43,970,285,912,389
"176",64,49,301,3920,145,-19,164,99,12,114,10,2642,368,89,44,1052,291,984,407
"177",123,49,313,3648,198,40,158,160,72,169,72,3379,507,94,55,1483,310,1426,310
"178",128,41,313,3060,187,55,132,165,84,165,84,2534,490,47,76,1394,153,1394,153
"179",40,48,304,3797,119,-39,158,74,-9,90,-11,2440,333,91,40,944,297,875,405
"180",52,48,301,3785,132,-27,158,92,3,101,1,2539,339,103,40,991,319,871,382
"181",73,48,292,3997,156,-10,165,115,21,125,19,2805,362,108,39,1060,342,980,453
"182",60,52,318,3785,140,-23,163,94,9,108,8,2550,382,73,51,1054,245,1025,334
"183",116,46,266,4321,201,29,173,154,58,172,56,1889,258,77,36,723,251,632,347
"184",205,40,220,4808,290,110,180,246,201,266,137,1944,322,38,61,946,115,763,338
"185",91,39,321,2807,145,24,121,125,52,125,52,2380,518,33,87,1459,109,1459,109
"186",206,38,282,3281,265,129,136,244,157,244,157,1986,497,19,101,1373,65,1373,65
"187",111,55,337,3623,186,23,163,156,77,156,60,2856,576,51,81,1592,157,1592,189
"188",63,52,316,3803,144,-19,164,103,13,113,12,2667,369,83,47,1083,279,989,374
"189",108,48,279,4208,194,22,172,152,52,163,50,2816,375,128,34,1052,402,844,507
"190",108,48,279,4208,194,22,172,152,52,163,50,2816,375,128,34,1052,402,844,507
"191",99,51,296,4069,183,12,171,141,44,151,43,1880,261,66,42,757,220,646,287
"192",99,51,296,4069,183,12,171,141,44,151,43,1880,261,66,42,757,220,646,287
"193",223,37,211,4666,309,133,175,246,206,284,158,3022,434,127,39,1279,413,800,528
"194",53,49,304,3860,132,-29,161,87,20,103,0,2261,391,61,59,1061,200,1004,312
"195",55,51,316,3778,136,-26,162,95,5,104,4,2612,355,85,45,1055,283,957,377
"196",88,51,303,3973,170,2,168,129,34,139,33,2382,341,73,46,996,245,865,330
"197",55,51,316,3778,136,-26,162,95,5,104,4,2612,355,85,45,1055,283,957,377
"198",55,51,316,3778,136,-26,162,95,5,104,4,2612,355,85,45,1055,283,957,377
"199",108,48,279,4208,194,22,172,152,52,163,50,2816,375,128,34,1052,402,844,507
"200",108,48,279,4208,194,22,172,152,52,163,50,2816,375,128,34,1052,402,844,507
"201",108,48,279,4208,194,22,172,152,52,163,50,2816,375,128,34,1052,402,844,507
"202",143,53,327,3634,216,54,162,187,109,187,90,2613,435,66,60,1190,209,1190,242
"203",127,55,329,3784,204,35,168,173,92,173,73,3497,712,50,84,1976,162,1976,214
"204",88,51,303,3973,170,2,168,129,34,139,33,2382,341,73,46,996,245,865,330
"205",88,51,303,3973,170,2,168,129,34,139,33,2382,341,73,46,996,245,865,330
"206",81,53,329,3632,158,-3,161,127,31,127,31,3007,473,75,59,1316,255,1316,330
"207",53,49,304,3860,132,-29,161,87,20,103,0,2261,391,61,59,1061,200,1004,312
"208",188,56,300,4340,274,88,186,227,146,241,125,2143,413,40,74,1100,128,1092,146
"209",115,44,270,4004,195,33,162,135,97,167,60,3460,541,160,42,1595,504,870,602
"210",99,56,341,3592,174,11,163,144,66,144,48,3239,573,70,67,1587,213,1587,264
"211",99,56,341,3592,174,11,163,144,66,144,48,3239,573,70,67,1587,213,1587,264
"212",124,49,277,4305,211,35,176,163,66,180,65,2334,338,90,41,906,286,834,372
"213",55,47,292,3907,135,-25,160,96,4,106,1,2528,316,105,35,933,333,830,444
"214",112,49,283,4222,196,23,173,150,76,166,54,2208,410,56,63,1088,175,1001,314
"215",71,47,291,3879,151,-9,160,90,20,121,18,3031,429,148,37,1227,454,868,521
"216",100,51,297,4079,184,13,171,142,44,152,43,2053,289,77,40,821,255,665,335
"217",88,47,282,4039,170,5,165,108,34,141,33,2811,428,154,37,1196,468,652,547
"218",80,52,310,3915,163,-5,167,116,28,131,27,2349,382,62,56,1027,208,1019,285
"219",53,48,300,3874,133,-28,161,88,3,104,0,2332,358,76,49,989,248,946,342
"220",92,50,294,4078,174,5,169,128,57,144,35,2246,445,44,74,1189,139,1138,248
"221",71,52,351,3226,139,-9,148,111,42,111,26,2942,493,67,65,1402,215,1402,239
"222",214,44,277,3844,287,128,159,252,158,261,158,2525,408,85,51,1157,269,966,269
"223",119,44,256,4329,204,33,171,164,61,175,59,3480,459,182,29,1288,554,1005,652
"224",128,41,314,3053,187,56,132,165,85,165,85,2547,512,44,79,1451,144,1451,144
"225",131,53,295,4233,217,38,178,169,72,184,72,2147,380,54,62,998,186,994,256
"226",127,48,328,3295,192,46,146,166,96,166,79,2450,508,41,80,1410,140,1410,143
"227",117,52,335,3474,188,32,156,160,85,160,68,2427,413,63,62,1140,199,1140,223
"228",87,52,344,3325,157,5,151,128,57,128,41,2707,518,55,73,1448,177,1448,197
"229",99,56,341,3592,174,11,163,144,66,144,48,3239,573,70,67,1587,213,1587,264
"230",94,50,292,4090,176,6,169,130,58,146,37,2189,437,44,74,1155,137,1115,251
"231",80,52,310,3915,163,-5,167,116,28,131,27,2349,382,62,56,1027,208,1019,285
"232",55,47,291,3908,135,-25,160,96,4,106,1,2608,328,111,34,960,351,832,466
